Cuenta;Nombre;Ramo;signo
29002605999;SUBTOTAL;EXEQUIAS;1
29002606005;REEMB SINIESTROS SOB CESIONES REAS;EXEQUIAS;1
29002606010;REEMB SINIESTROS CONTR NO PROPORC;EXEQUIAS;1
29002606015;REEMB SINIESTROS SOB CESIONES REAS;EXEQUIAS;1
29002606020;REEMB SINIESTROS CONTR NO PROPORC;EXEQUIAS;1
29002606025;REEMB STROS GARANTIZ X LA NACION RGOS;EXEQUIAS;1
29002606030;REEMB POR ENFERMEDAD PROFESIONAL;EXEQUIAS;1
29002606999;SUBTOTAL;EXEQUIAS;1
29002607005; SALVAMENTOS DE ACEP REAS INTERIOR;EXEQUIAS;1
29002607010; SALVAMENTOS DE ACEP REAS EXTERIOR;EXEQUIAS;1
29002607015; SALVAMENTOS LIQUIDADOS Y REALIZADOS;EXEQUIAS;1
29002607020; RECOBROS;EXEQUIAS;1
29002607025; GTOS SALVAM PARTE REASEG INTERIOR;EXEQUIAS;-1
29002607030; GTOS SALVAM PARTE REASEG EXTERIOR;EXEQUIAS;-1
29002607999; SUBTOTAL;EXEQUIAS;1
29002608999;SINIESTROS CTA COMPANIA;EXEQUIAS;1
29002609005;COMISIONES REASEGURO CEDIDO;EXEQUIAS;-1
29002609010;INGRESOS EXCESO DE PERDIDA;EXEQUIAS;1
29002609015;PARTICIP UTILIDADES REASEG CEDIDO;EXEQUIAS;1
29002609020;INT Y GTOS RECONOCIDOS X REASEGUR;EXEQUIAS;1
29002609025;INTER RECON A REASEGURADORES;EXEQUIAS;-1
29002609030;PARTICIPAC UTILIDADES Y OTROS;EXEQUIAS;1
29002609035;COSTO EXCESO DE PERDIDA;EXEQUIAS;-1
29002609999;SUBTOTAL;EXEQUIAS;1
29002610005;OTROS PRODUCTOS DE SEGUROS;EXEQUIAS;1
29002610010;REMUNERACION DE ADMON DE COASEG;EXEQUIAS;-1
29002610015;GTOS DE ADMON COASEG ACEPTADO;EXEQUIAS;-1
29002610020;PROV CTAS POR COBRAR ACTIVIDAD ASEG;EXEQUIAS;-1
29002610025;CTOS RIESGOS PROFESIONALES;EXEQUIAS;-1
29002610030;CONTRIBUCIONES DE SEGUROS;EXEQUIAS;-1
29002610035;OTROS EGRESOS;EXEQUIAS;-1
29002610999;SUBTOTAL;EXEQUIAS;1
29002611005;ELIMINADA;EXEQUIAS;1
29002611010;ELIMINADA;EXEQUIAS;1
29002611015;GASTOS DE ADMINISTRACION DIRECTOS RAMO;EXEQUIAS;-1
29002611020;GASTOS DEPERSONAL DIRECTOS RAMO;EXEQUIAS;-1
29002611025;GASTOS DE ADM INDIREC ASIGN A CADA  RAMO;EXEQUIAS;-1
29002611030;GASTOS DE PERSO INDI ASIGNAB A CADA RAMO;EXEQUIAS;-1
29002611999;SUBTOTAL;EXEQUIAS;1
29002612005;REMUNERACION A FAVOR DE INTERMEDIA;EXEQUIAS;-1
29002612010;COMISIONES AFP;EXEQUIAS;-1
29002612015;ELIMINADA;EXEQUIAS;1
29002612020;GASTOS EN TARIFACION;EXEQUIAS;-1
29002612025;REMU POR USO DE RED Y A CANA DE COMERC;EXEQUIAS;-1
29002612030;PAPELERIA Y GASTOS DE ENTREGA;EXEQUIAS;-1
29002612999;SUBTOTAL;EXEQUIAS;1
29002613999;Ys Y-O GTOS NETOS REASEG, ADMIN Y PERSON;EXEQUIAS;1
29002614999;RESULTADO TECNICO;EXEQUIAS;1
29002615005;ELIMINADA;EXEQUIAS;1
29002615010;OTRAS PROVISIONES;EXEQUIAS;-1
29002615015;Ys Y-O EGRESOS REPORTES PROG ESPEC;EXEQUIAS;1
29002615020;OTROS INGRESOS Y EGRESOS;EXEQUIAS;1
29002615025;ING REALI DE ACT V RAZ RESP LAS RES TECN;EXEQUIAS;1
29002615030;ING CAUS ACT A CORT AMORT RESP RE TEC;EXEQUIAS;1
29002615035;ING Y EGRE PORT DE INV DIF A RESER TECNI;EXEQUIAS;1
29002615040;EGRE INVER DE LAS RESERNAS TECNICAS;EXEQUIAS;-1
29002615045;OTROS GASTOS DE ADMIN Y PERS NO ASIG;EXEQUIAS;-1
29002615999;SUBTOTAL;EXEQUIAS;1
29002616999;UTILIDAD ANTES DE IMPUESTOS;EXEQUIAS;1
29002617999;IMPTO DE RENTA Y COMPLEMENTARIOS;EXEQUIAS;1
29002618999;RESULTADOS DEL EJERCICIO;EXEQUIAS;1
29002619005;DIRECTOS;EXEQUIAS;1
29002619010;ACEPTADOS EN REASEGURO;EXEQUIAS;1
29002619015;PARTE REASEGURO AL INTERIOR;EXEQUIAS;1
29002619020;PARTE REASEGURO AL EXTERIOR;EXEQUIAS;1
29002619999;RETENCION NETA DE LA COMPANIA;EXEQUIAS;1
29002620005;POLIZAS VIGENTES AL FINAL ANO ANTERIOR;EXEQUIAS;1
29002620010;POLIZAS EMITIDAS NUEVAS;EXEQUIAS;1
29002620015;POLIZAS REHABILITADAS;EXEQUIAS;1
29002620020;POLIZAS CANCELADAS Y-O VENCIDAS;EXEQUIAS;1
29002620999;TOTAL POLIZAS VIGENTES FINAL EJERCIC;EXEQUIAS;1
29002621005;PRIMAS CEDIDAS CONT AUTOM REASEG;EXEQUIAS;-1
29002621010;PRIMAS CEDIDAS CONT FACUL REASEG;EXEQUIAS;-1
29002621015;PRIMAS CEDIDAS CONTRATOS AUTOMAT REA;EXEQUIAS;-1
29002621020;PRIMAS CEDIDAS CONTRATOS FACUL REAS;EXEQUIAS;-1
29002621999;SUBTOTAL;EXEQUIAS;1
29002622005;ELIMINADA;EXEQUIAS;1
29002622010;ELIMINADA;EXEQUIAS;1
29002622015;ELIMINADA;EXEQUIAS;1
29002622999;ELIMINADA;EXEQUIAS;1
29002623005;PRIMAS EMITIDAS RAMO DE TERREMOTO;EXEQUIAS;1
29002623010;PRIM EMIT(COB)DEL TERREM INC OTROS RAMOS;EXEQUIAS;1
29002623015;PRIMAS CEDIDAS INTER Y EXTER TERREMOTO;EXEQUIAS;-1
29002623020;PRIM CED INT Y EXT(COB) TERR INC OTR RAM;EXEQUIAS;-1
29002623999;TOTAL PRIMAS RETENIDAS RIESGO DE TERREM;EXEQUIAS;1
29002624005;PRIMAS EMI POLIZA SEGUROS SUJETAS APORTE;EXEQUIAS;1
29002624010;AJUSTES O COMP PERIODICOS ANTER (RESTA);EXEQUIAS;-1
29002624999;SUBTOTAL BASE CAL APRTE PRONAS SEGUROS;EXEQUIAS;1
29002701005;PRIMAS EMITIDAS DIRECTAS;ACCIDENTES PERSONALES;1
29002701010;PRIMAS ACEPTADAS EN COASEGURO;ACCIDENTES PERSONALES;1
29002701015;CANC Y-O ANULAC PRIMAS EMIT DIR Y COA;ACCIDENTES PERSONALES;-1
29002701020;ACEPTADAS REASEGURO INTERIOR;ACCIDENTES PERSONALES;1
29002701025;ACEPTADAS REASEGURO EXTERIOR;ACCIDENTES PERSONALES;1
29002701030;CANC Y-O ANULAC PRIMAS REASEG ACEP;ACCIDENTES PERSONALES;-1
29002701035;CEDIDAS REASEGURO INTERIOR;ACCIDENTES PERSONALES;-1
29002701040;CEDIDAS REASEGURO EXTERIOR;ACCIDENTES PERSONALES;-1
29002701045;CANC Y-O ANULAC PRIMAS REASEG CEDI;ACCIDENTES PERSONALES;-1
29002701050;Primas acept y/o cedidas x CamComp SOAT;ACCIDENTES PERSONALES;1
29002701999;SUBTOTAL;ACCIDENTES PERSONALES;1
29002702005;ELIMINADA;ACCIDENTES PERSONALES;1
29002702006;LIBERAC RESER TEC DE PRIMA NO DEVENGADA;ACCIDENTES PERSONALES;1
29002702007;LIBERAC RESER TEC POR INSUFICIE DE PRIMA;ACCIDENTES PERSONALES;1
29002702010;LIBERACION RESERVA MATEMATICA;ACCIDENTES PERSONALES;1
29002702015;LIBERACION RES MAT RIESGOS PROFESI;ACCIDENTES PERSONALES;1
29002702017;LIBERACION RESERVA BEEPS(RESTA);ACCIDENTES PERSONALES;1
29002702020;LIBERACION RES SEG VIDA AHORRO CON;ACCIDENTES PERSONALES;1
29002702022;LIBERAC RESER TEC DE INSUFICI DE ACTIVOS;ACCIDENTES PERSONALES;1
29002702025;ELIMINADA;ACCIDENTES PERSONALES;1
29002702026;CONSTI RESER TEC DE PRIMA NO DEVENGADA;ACCIDENTES PERSONALES;-1
29002702027;CONSTI RESER TEC POR INSUFICIE DE PRIMA;ACCIDENTES PERSONALES;-1
29002702030;CONST RESERVA MATEMATICA;ACCIDENTES PERSONALES;-1
29002702035;CONST RES MAT RIESGOS PROFESIONALES;ACCIDENTES PERSONALES;-1
29002702037;CONSTITUCION RESERVA MATEMA BEEPS;ACCIDENTES PERSONALES;-1
29002702040;CONST RES SEG VIDA AHORRO CON PARTI;ACCIDENTES PERSONALES;-1
29002702045;CONSTITU RESER DE INSUFICIEN DE ACTIVOS;ACCIDENTES PERSONALES;-1
29002702999;SUBTOTAL;ACCIDENTES PERSONALES;1
29002703999;PRIMAS DEVENGADAS;ACCIDENTES PERSONALES;1
29002704005; LIBERACION RES MAT RIESGOS PROFESIO;ACCIDENTES PERSONALES;1
29002704007;LIBERACION RES MATEMATICA BEEPS;ACCIDENTES PERSONALES;1
29002704010; LIBERACION RES PARA SINIESTROS AVISA;ACCIDENTES PERSONALES;1
29002704015; LIBERACION RES PARA SINIESTROS NO AVIS;ACCIDENTES PERSONALES;1
29002704020; LIBERACION RES DESVIAC DE SINIESTRAL;ACCIDENTES PERSONALES;1
29002704025; LIBERACION RESERVAS ESPECIALES;ACCIDENTES PERSONALES;1
29002704026;LIBERACION RESERVA DE RIESGO CATASTROFIC;ACCIDENTES PERSONALES;1
29002704030; CONST RESERVA MATEMAT RIESG PROFES;ACCIDENTES PERSONALES;-1
29002704035; CONST RESERVA SINIESTROS AVISAD;ACCIDENTES PERSONALES;-1
29002704037;CONSTITUCION RESERVA MAT BEEPS (RESTA);ACCIDENTES PERSONALES;-1
29002704040; CONST RESERVA SINIESTROS NO AVIS;ACCIDENTES PERSONALES;-1
29002704045; CONST RESERVA DESVIAC SINIESTRALID;ACCIDENTES PERSONALES;-1
29002704050; CONST RESERVAS ESPECIALES;ACCIDENTES PERSONALES;-1
29002704051;CONST RESERVA DE RIESGO CATASTROFICO;ACCIDENTES PERSONALES;-1
29002704999; SUBTOTAL;ACCIDENTES PERSONALES;1
29002705005;SINIESTROS LIQUIDADOS;ACCIDENTES PERSONALES;-1
29002705010;SINIESTROS DE ACEP REASEG INTERIOR;ACCIDENTES PERSONALES;-1
29002705015;SINIESTROS DE ACEP CONT NO PROPORC;ACCIDENTES PERSONALES;-1
29002705020;SINIESTROS DE ACEP REASEG EXTERIOR;ACCIDENTES PERSONALES;-1
29002705025;SINIESTROS DE ACEP CONTRAT NO PROP;ACCIDENTES PERSONALES;-1
29002705999;SUBTOTAL;ACCIDENTES PERSONALES;1
29002706005;REEMB SINIESTROS SOB CESIONES REAS;ACCIDENTES PERSONALES;1
29002706010;REEMB SINIESTROS CONTR NO PROPORC;ACCIDENTES PERSONALES;1
29002706015;REEMB SINIESTROS SOB CESIONES REAS;ACCIDENTES PERSONALES;1
29002706020;REEMB SINIESTROS CONTR NO PROPORC;ACCIDENTES PERSONALES;1
29002706025;REEMB STROS GARANTIZ X LA NACION RGOS;ACCIDENTES PERSONALES;1
29002706030;REEMB POR ENFERMEDAD PROFESIONAL;ACCIDENTES PERSONALES;1
29002706999;SUBTOTAL;ACCIDENTES PERSONALES;1
29002707005; SALVAMENTOS DE ACEP REAS INTERIOR;ACCIDENTES PERSONALES;1
29002707010; SALVAMENTOS DE ACEP REAS EXTERIOR;ACCIDENTES PERSONALES;1
29002707015; SALVAMENTOS LIQUIDADOS Y REALIZADOS;ACCIDENTES PERSONALES;1
29002707020; RECOBROS;ACCIDENTES PERSONALES;1
29002707025; GTOS SALVAM PARTE REASEG INTERIOR;ACCIDENTES PERSONALES;-1
29002707030; GTOS SALVAM PARTE REASEG EXTERIOR;ACCIDENTES PERSONALES;-1
29002707999; SUBTOTAL;ACCIDENTES PERSONALES;1
29002708999;SINIESTROS CTA COMPANIA;ACCIDENTES PERSONALES;1
29002709005;COMISIONES REASEGURO CEDIDO;ACCIDENTES PERSONALES;-1
29002709010;INGRESOS EXCESO DE PERDIDA;ACCIDENTES PERSONALES;1
29002709015;PARTICIP UTILIDADES REASEG CEDIDO;ACCIDENTES PERSONALES;1
29002709020;INT Y GTOS RECONOCIDOS X REASEGUR;ACCIDENTES PERSONALES;1
29002709025;INTER RECON A REASEGURADORES;ACCIDENTES PERSONALES;-1
29002709030;PARTICIPAC UTILIDADES Y OTROS;ACCIDENTES PERSONALES;1
29002709035;COSTO EXCESO DE PERDIDA;ACCIDENTES PERSONALES;-1
29002709999;SUBTOTAL;ACCIDENTES PERSONALES;1
29002710005;OTROS PRODUCTOS DE SEGUROS;ACCIDENTES PERSONALES;1
29002710010;REMUNERACION DE ADMON DE COASEG;ACCIDENTES PERSONALES;-1
29002710015;GTOS DE ADMON COASEG ACEPTADO;ACCIDENTES PERSONALES;-1
29002710020;PROV CTAS POR COBRAR ACTIVIDAD ASEG;ACCIDENTES PERSONALES;-1
29002710025;CTOS RIESGOS PROFESIONALES;ACCIDENTES PERSONALES;-1
29002710030;CONTRIBUCIONES DE SEGUROS;ACCIDENTES PERSONALES;-1
29002710035;OTROS EGRESOS;ACCIDENTES PERSONALES;-1
29002710999;SUBTOTAL;ACCIDENTES PERSONALES;1
29002711005;ELIMINADA;ACCIDENTES PERSONALES;1
29002711010;ELIMINADA;ACCIDENTES PERSONALES;1
29002711015;GASTOS DE ADMINISTRACION DIRECTOS RAMO;ACCIDENTES PERSONALES;-1
29002711020;GASTOS DEPERSONAL DIRECTOS RAMO;ACCIDENTES PERSONALES;-1
29002711025;GASTOS DE ADM INDIREC ASIGN A CADA  RAMO;ACCIDENTES PERSONALES;-1
29002711030;GASTOS DE PERSO INDI ASIGNAB A CADA RAMO;ACCIDENTES PERSONALES;-1
29002711999;SUBTOTAL;ACCIDENTES PERSONALES;1
29002712005;REMUNERACION A FAVOR DE INTERMEDIA;ACCIDENTES PERSONALES;-1
29002712010;COMISIONES AFP;ACCIDENTES PERSONALES;-1
29002712015;ELIMINADA;ACCIDENTES PERSONALES;1
29002712020;GASTOS EN TARIFACION;ACCIDENTES PERSONALES;-1
29002712025;REMU POR USO DE RED Y A CANA DE COMERC;ACCIDENTES PERSONALES;-1
29002712030;PAPELERIA Y GASTOS DE ENTREGA;ACCIDENTES PERSONALES;-1
29002712999;SUBTOTAL;ACCIDENTES PERSONALES;1
29002713999;Ys Y-O GTOS NETOS REASEG, ADMIN Y PERSON;ACCIDENTES PERSONALES;1
29002714999;RESULTADO TECNICO;ACCIDENTES PERSONALES;1
29002715005;ELIMINADA;ACCIDENTES PERSONALES;1
29002715010;OTRAS PROVISIONES;ACCIDENTES PERSONALES;-1
29002715015;Ys Y-O EGRESOS REPORTES PROG ESPEC;ACCIDENTES PERSONALES;1
29002715020;OTROS INGRESOS Y EGRESOS;ACCIDENTES PERSONALES;1
29002715025;ING REALI DE ACT V RAZ RESP LAS RES TECN;ACCIDENTES PERSONALES;1
29002715030;ING CAUS ACT A CORT AMORT RESP RE TEC;ACCIDENTES PERSONALES;1
29002715035;ING Y EGRE PORT DE INV DIF A RESER TECNI;ACCIDENTES PERSONALES;1
29002715040;EGRE INVER DE LAS RESERNAS TECNICAS;ACCIDENTES PERSONALES;-1
29002715045;OTROS GASTOS DE ADMIN Y PERS NO ASIG;ACCIDENTES PERSONALES;-1
29002715999;SUBTOTAL;ACCIDENTES PERSONALES;1
29002716999;UTILIDAD ANTES DE IMPUESTOS;ACCIDENTES PERSONALES;1
29002717999;IMPTO DE RENTA Y COMPLEMENTARIOS;ACCIDENTES PERSONALES;1
29002718999;RESULTADOS DEL EJERCICIO;ACCIDENTES PERSONALES;1
29002719005;DIRECTOS;ACCIDENTES PERSONALES;1
29002719010;ACEPTADOS EN REASEGURO;ACCIDENTES PERSONALES;1
29002719015;PARTE REASEGURO AL INTERIOR;ACCIDENTES PERSONALES;1
29002719020;PARTE REASEGURO AL EXTERIOR;ACCIDENTES PERSONALES;1
29002719999;RETENCION NETA DE LA COMPANIA;ACCIDENTES PERSONALES;1
29002720005;POLIZAS VIGENTES AL FINAL ANO ANTERIOR;ACCIDENTES PERSONALES;1
29002720010;POLIZAS EMITIDAS NUEVAS;ACCIDENTES PERSONALES;1
29002720015;POLIZAS REHABILITADAS;ACCIDENTES PERSONALES;1
29002720020;POLIZAS CANCELADAS Y-O VENCIDAS;ACCIDENTES PERSONALES;1
29002720999;TOTAL POLIZAS VIGENTES FINAL EJERCIC;ACCIDENTES PERSONALES;1
29002721005;PRIMAS CEDIDAS CONT AUTOM REASEG;ACCIDENTES PERSONALES;-1
29002721010;PRIMAS CEDIDAS CONT FACUL REASEG;ACCIDENTES PERSONALES;-1
29002721015;PRIMAS CEDIDAS CONTRATOS AUTOMAT REA;ACCIDENTES PERSONALES;-1
29002721020;PRIMAS CEDIDAS CONTRATOS FACUL REAS;ACCIDENTES PERSONALES;-1
29002721999;SUBTOTAL;ACCIDENTES PERSONALES;1
29002722005;ELIMINADA;ACCIDENTES PERSONALES;1
29002722010;ELIMINADA;ACCIDENTES PERSONALES;1
29002722015;ELIMINADA;ACCIDENTES PERSONALES;1
29002722999;ELIMINADA;ACCIDENTES PERSONALES;1
29002723005;PRIMAS EMITIDAS RAMO DE TERREMOTO;ACCIDENTES PERSONALES;1
29002723010;PRIM EMIT(COB)DEL TERREM INC OTROS RAMOS;ACCIDENTES PERSONALES;1
29002723015;PRIMAS CEDIDAS INTER Y EXTER TERREMOTO;ACCIDENTES PERSONALES;-1
29002723020;PRIM CED INT Y EXT(COB) TERR INC OTR RAM;ACCIDENTES PERSONALES;-1
29002723999;TOTAL PRIMAS RETENIDAS RIESGO DE TERREM;ACCIDENTES PERSONALES;1
29002724005;PRIMAS EMI POLIZA SEGUROS SUJETAS APORTE;ACCIDENTES PERSONALES;1
29002724010;AJUSTES O COMP PERIODICOS ANTER (RESTA);ACCIDENTES PERSONALES;-1
29002724999;SUBTOTAL BASE CAL APRTE PRONAS SEGUROS;ACCIDENTES PERSONALES;1
29002801005;PRIMAS EMITIDAS DIRECTAS;COLECTIVO VIDA;1
29002801010;PRIMAS ACEPTADAS EN COASEGURO;COLECTIVO VIDA;1
29002801015;CANC Y-O ANULAC PRIMAS EMIT DIR Y COA;COLECTIVO VIDA;-1
29002801020;ACEPTADAS REASEGURO INTERIOR;COLECTIVO VIDA;1
29002801025;ACEPTADAS REASEGURO EXTERIOR;COLECTIVO VIDA;1
29002801030;CANC Y-O ANULAC PRIMAS REASEG ACEP;COLECTIVO VIDA;-1
29002801035;CEDIDAS REASEGURO INTERIOR;COLECTIVO VIDA;-1
29002801040;CEDIDAS REASEGURO EXTERIOR;COLECTIVO VIDA;-1
29002801045;CANC Y-O ANULAC PRIMAS REASEG CEDI;COLECTIVO VIDA;-1
29002801050;Primas acept y/o cedidas x CamComp SOAT;COLECTIVO VIDA;1
29002801999;SUBTOTAL;COLECTIVO VIDA;1
29002802005;ELIMINADA;COLECTIVO VIDA;1
29002802006;LIBERAC RESER TEC DE PRIMA NO DEVENGADA;COLECTIVO VIDA;1
29002802007;LIBERAC RESER TEC POR INSUFICIE DE PRIMA;COLECTIVO VIDA;1
29002802010;LIBERACION RESERVA MATEMATICA;COLECTIVO VIDA;1
29002802015;LIBERACION RES MAT RIESGOS PROFESI;COLECTIVO VIDA;1
29002802017;LIBERACION RESERVA BEEPS(RESTA);COLECTIVO VIDA;1
29002802020;LIBERACION RES SEG VIDA AHORRO CON;COLECTIVO VIDA;1
29002802022;LIBERAC RESER TEC DE INSUFICI DE ACTIVOS;COLECTIVO VIDA;1
29002802025;ELIMINADA;COLECTIVO VIDA;1
29002802026;CONSTI RESER TEC DE PRIMA NO DEVENGADA;COLECTIVO VIDA;-1
29002802027;CONSTI RESER TEC POR INSUFICIE DE PRIMA;COLECTIVO VIDA;-1
29002802030;CONST RESERVA MATEMATICA;COLECTIVO VIDA;-1
29002802035;CONST RES MAT RIESGOS PROFESIONALES;COLECTIVO VIDA;-1
29002802037;CONSTITUCION RESERVA MATEMA BEEPS;COLECTIVO VIDA;-1
29002802040;CONST RES SEG VIDA AHORRO CON PARTI;COLECTIVO VIDA;-1
29002802045;CONSTITU RESER DE INSUFICIEN DE ACTIVOS;COLECTIVO VIDA;-1
29002802999;SUBTOTAL;COLECTIVO VIDA;1
29002803999;PRIMAS DEVENGADAS;COLECTIVO VIDA;1
29002804005; LIBERACION RES MAT RIESGOS PROFESIO;COLECTIVO VIDA;1
29002804007;LIBERACION RES MATEMATICA BEEPS;COLECTIVO VIDA;1
29002804010; LIBERACION RES PARA SINIESTROS AVISA;COLECTIVO VIDA;1
29002804015; LIBERACION RES PARA SINIESTROS NO AVIS;COLECTIVO VIDA;1
29002804020; LIBERACION RES DESVIAC DE SINIESTRAL;COLECTIVO VIDA;1
29002804025; LIBERACION RESERVAS ESPECIALES;COLECTIVO VIDA;1
29002804026;LIBERACION RESERVA DE RIESGO CATASTROFIC;COLECTIVO VIDA;1
29002804030; CONST RESERVA MATEMAT RIESG PROFES;COLECTIVO VIDA;-1
29002804035; CONST RESERVA SINIESTROS AVISAD;COLECTIVO VIDA;-1
29002804037;CONSTITUCION RESERVA MAT BEEPS (RESTA);COLECTIVO VIDA;-1
29002804040; CONST RESERVA SINIESTROS NO AVIS;COLECTIVO VIDA;-1
29002804045; CONST RESERVA DESVIAC SINIESTRALID;COLECTIVO VIDA;-1
29002804050; CONST RESERVAS ESPECIALES;COLECTIVO VIDA;-1
29002804051;CONST RESERVA DE RIESGO CATASTROFICO;COLECTIVO VIDA;-1
29002804999; SUBTOTAL;COLECTIVO VIDA;1
29002805005;SINIESTROS LIQUIDADOS;COLECTIVO VIDA;-1
29002805010;SINIESTROS DE ACEP REASEG INTERIOR;COLECTIVO VIDA;-1
29002805015;SINIESTROS DE ACEP CONT NO PROPORC;COLECTIVO VIDA;-1
29002805020;SINIESTROS DE ACEP REASEG EXTERIOR;COLECTIVO VIDA;-1
29002805025;SINIESTROS DE ACEP CONTRAT NO PROP;COLECTIVO VIDA;-1
29002805999;SUBTOTAL;COLECTIVO VIDA;1
29002806005;REEMB SINIESTROS SOB CESIONES REAS;COLECTIVO VIDA;1
29002806010;REEMB SINIESTROS CONTR NO PROPORC;COLECTIVO VIDA;1
29002806015;REEMB SINIESTROS SOB CESIONES REAS;COLECTIVO VIDA;1
29002806020;REEMB SINIESTROS CONTR NO PROPORC;COLECTIVO VIDA;1
29002806025;REEMB STROS GARANTIZ X LA NACION RGOS;COLECTIVO VIDA;1
29002806030;REEMB POR ENFERMEDAD PROFESIONAL;COLECTIVO VIDA;1
29002806999;SUBTOTAL;COLECTIVO VIDA;1
29002807005; SALVAMENTOS DE ACEP REAS INTERIOR;COLECTIVO VIDA;1
29002807010; SALVAMENTOS DE ACEP REAS EXTERIOR;COLECTIVO VIDA;1
29002807015; SALVAMENTOS LIQUIDADOS Y REALIZADOS;COLECTIVO VIDA;1
29002807020; RECOBROS;COLECTIVO VIDA;1
29002807025; GTOS SALVAM PARTE REASEG INTERIOR;COLECTIVO VIDA;-1
29002807030; GTOS SALVAM PARTE REASEG EXTERIOR;COLECTIVO VIDA;-1
29002807999; SUBTOTAL;COLECTIVO VIDA;1
29002808999;SINIESTROS CTA COMPANIA;COLECTIVO VIDA;1
29002809005;COMISIONES REASEGURO CEDIDO;COLECTIVO VIDA;-1
29002809010;INGRESOS EXCESO DE PERDIDA;COLECTIVO VIDA;1
29002809015;PARTICIP UTILIDADES REASEG CEDIDO;COLECTIVO VIDA;1
29002809020;INT Y GTOS RECONOCIDOS X REASEGUR;COLECTIVO VIDA;1
29002809025;INTER RECON A REASEGURADORES;COLECTIVO VIDA;-1
29002809030;PARTICIPAC UTILIDADES Y OTROS;COLECTIVO VIDA;1
29002809035;COSTO EXCESO DE PERDIDA;COLECTIVO VIDA;-1
29002809999;SUBTOTAL;COLECTIVO VIDA;1
29002810005;OTROS PRODUCTOS DE SEGUROS;COLECTIVO VIDA;1
29002810010;REMUNERACION DE ADMON DE COASEG;COLECTIVO VIDA;-1
29002810015;GTOS DE ADMON COASEG ACEPTADO;COLECTIVO VIDA;-1
29002810020;PROV CTAS POR COBRAR ACTIVIDAD ASEG;COLECTIVO VIDA;-1
29002810025;CTOS RIESGOS PROFESIONALES;COLECTIVO VIDA;-1
29002810030;CONTRIBUCIONES DE SEGUROS;COLECTIVO VIDA;-1
29002810035;OTROS EGRESOS;COLECTIVO VIDA;-1
29002810999;SUBTOTAL;COLECTIVO VIDA;1
29002811005;ELIMINADA;COLECTIVO VIDA;1
29002811010;ELIMINADA;COLECTIVO VIDA;1
29002811015;GASTOS DE ADMINISTRACION DIRECTOS RAMO;COLECTIVO VIDA;-1
29002811020;GASTOS DEPERSONAL DIRECTOS RAMO;COLECTIVO VIDA;-1
29002811025;GASTOS DE ADM INDIREC ASIGN A CADA  RAMO;COLECTIVO VIDA;-1
29002811030;GASTOS DE PERSO INDI ASIGNAB A CADA RAMO;COLECTIVO VIDA;-1
29002811999;SUBTOTAL;COLECTIVO VIDA;1
29002812005;REMUNERACION A FAVOR DE INTERMEDIA;COLECTIVO VIDA;-1
29002812010;COMISIONES AFP;COLECTIVO VIDA;-1
29002812015;ELIMINADA;COLECTIVO VIDA;1
29002812020;GASTOS EN TARIFACION;COLECTIVO VIDA;-1
29002812025;REMU POR USO DE RED Y A CANA DE COMERC;COLECTIVO VIDA;-1
29002812030;PAPELERIA Y GASTOS DE ENTREGA;COLECTIVO VIDA;-1
29002812999;SUBTOTAL;COLECTIVO VIDA;1
29002813999;Ys Y-O GTOS NETOS REASEG, ADMIN Y PERSON;COLECTIVO VIDA;1
29002814999;RESULTADO TECNICO;COLECTIVO VIDA;1
29002815005;ELIMINADA;COLECTIVO VIDA;1
29002815010;OTRAS PROVISIONES;COLECTIVO VIDA;-1
29002815015;Ys Y-O EGRESOS REPORTES PROG ESPEC;COLECTIVO VIDA;1
29002815020;OTROS INGRESOS Y EGRESOS;COLECTIVO VIDA;1
29002815025;ING REALI DE ACT V RAZ RESP LAS RES TECN;COLECTIVO VIDA;1
29002815030;ING CAUS ACT A CORT AMORT RESP RE TEC;COLECTIVO VIDA;1
29002815035;ING Y EGRE PORT DE INV DIF A RESER TECNI;COLECTIVO VIDA;1
29002815040;EGRE INVER DE LAS RESERNAS TECNICAS;COLECTIVO VIDA;-1
29002815045;OTROS GASTOS DE ADMIN Y PERS NO ASIG;COLECTIVO VIDA;-1
29002815999;SUBTOTAL;COLECTIVO VIDA;1
29002816999;UTILIDAD ANTES DE IMPUESTOS;COLECTIVO VIDA;1
29002817999;IMPTO DE RENTA Y COMPLEMENTARIOS;COLECTIVO VIDA;1
29002818999;RESULTADOS DEL EJERCICIO;COLECTIVO VIDA;1
29002819005;DIRECTOS;COLECTIVO VIDA;1
29002819010;ACEPTADOS EN REASEGURO;COLECTIVO VIDA;1
29002819015;PARTE REASEGURO AL INTERIOR;COLECTIVO VIDA;1
29002819020;PARTE REASEGURO AL EXTERIOR;COLECTIVO VIDA;1
29002819999;RETENCION NETA DE LA COMPANIA;COLECTIVO VIDA;1
29002820005;POLIZAS VIGENTES AL FINAL ANO ANTERIOR;COLECTIVO VIDA;1
29002820010;POLIZAS EMITIDAS NUEVAS;COLECTIVO VIDA;1
29002820015;POLIZAS REHABILITADAS;COLECTIVO VIDA;1
29002820020;POLIZAS CANCELADAS Y-O VENCIDAS;COLECTIVO VIDA;1
29002820999;TOTAL POLIZAS VIGENTES FINAL EJERCIC;COLECTIVO VIDA;1
29002821005;PRIMAS CEDIDAS CONT AUTOM REASEG;COLECTIVO VIDA;-1
