"Cuenta";"Nombre_cuenta";"Ramo";"2016-01-31";"2016-02-29";"2016-03-31";"2016-04-30";"2016-05-31";"2016-06-30";"2016-07-31";"2016-08-31";"2016-09-30";"2016-10-31";"2016-11-30";"2016-12-31";"2017-01-31";"2017-02-28";"2017-03-31";"2017-04-30";"2017-05-31";"2017-06-30";"2017-07-31";"2017-08-31";"2017-09-30";"2017-10-31";"2017-11-30";"2017-12-31"
"29003204010";" LIBERACION RES PARA SINIESTROS AVISA";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003204015";" LIBERACION RES PARA SINIESTROS NO AVIS";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003204020";" LIBERACION RES DESVIAC DE SINIESTRAL";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003204025";" LIBERACION RESERVAS ESPECIALES";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003204026";"LIBERACION RESERVA DE RIESGO CATASTROFIC";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003204030";" CONST RESERVA MATEMAT RIESG PROFES";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003204035";" CONST RESERVA SINIESTROS AVISAD";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003204037";"CONSTITUCION RESERVA MAT BEEPS (RESTA)";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003204040";" CONST RESERVA SINIESTROS NO AVIS";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003204045";" CONST RESERVA DESVIAC SINIESTRALID";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003204050";" CONST RESERVAS ESPECIALES";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003204051";"CONST RESERVA DE RIESGO CATASTROFICO";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003204999";" SUBTOTAL";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003205005";"SINIESTROS LIQUIDADOS";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003205010";"SINIESTROS DE ACEP REASEG INTERIOR";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003205015";"SINIESTROS DE ACEP CONT NO PROPORC";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003205020";"SINIESTROS DE ACEP REASEG EXTERIOR";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003205025";"SINIESTROS DE ACEP CONTRAT NO PROP";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003205999";"SUBTOTAL";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003206005";"REEMB SINIESTROS SOB CESIONES REAS";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003206010";"REEMB SINIESTROS CONTR NO PROPORC";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003206015";"REEMB SINIESTROS SOB CESIONES REAS";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003206020";"REEMB SINIESTROS CONTR NO PROPORC";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003206025";"REEMB STROS GARANTIZ X LA NACION RGOS";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003206030";"REEMB POR ENFERMEDAD PROFESIONAL";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003206999";"SUBTOTAL";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003207005";" SALVAMENTOS DE ACEP REAS INTERIOR";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003207010";" SALVAMENTOS DE ACEP REAS EXTERIOR";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003207015";" SALVAMENTOS LIQUIDADOS Y REALIZADOS";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003207020";" RECOBROS";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003207025";" GTOS SALVAM PARTE REASEG INTERIOR";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003207030";" GTOS SALVAM PARTE REASEG EXTERIOR";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003207999";" SUBTOTAL";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003208999";"SINIESTROS CTA COMPANIA";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003209005";"COMISIONES REASEGURO CEDIDO";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003209010";"INGRESOS EXCESO DE PERDIDA";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003209015";"PARTICIP UTILIDADES REASEG CEDIDO";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003209020";"INT Y GTOS RECONOCIDOS X REASEGUR";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003209025";"INTER RECON A REASEGURADORES";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003209030";"PARTICIPAC UTILIDADES Y OTROS";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003209035";"COSTO EXCESO DE PERDIDA";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003209999";"SUBTOTAL";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003210005";"OTROS PRODUCTOS DE SEGUROS";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003210010";"REMUNERACION DE ADMON DE COASEG";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003210015";"GTOS DE ADMON COASEG ACEPTADO";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003210020";"PROV CTAS POR COBRAR ACTIVIDAD ASEG";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003210025";"CTOS RIESGOS PROFESIONALES";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003210030";"CONTRIBUCIONES DE SEGUROS";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003210035";"OTROS EGRESOS";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003210999";"SUBTOTAL";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003211005";"ELIMINADA";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003211010";"ELIMINADA";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003211015";"GASTOS DE ADMINISTRACION DIRECTOS RAMO";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003211020";"GASTOS DEPERSONAL DIRECTOS RAMO";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003211025";"GASTOS DE ADM INDIREC ASIGN A CADA  RAMO";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003211030";"GASTOS DE PERSO INDI ASIGNAB A CADA RAMO";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003211999";"SUBTOTAL";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003212005";"REMUNERACION A FAVOR DE INTERMEDIA";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003212010";"COMISIONES AFP";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003212015";"ELIMINADA";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003212020";"GASTOS EN TARIFACION";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003212025";"REMU POR USO DE RED Y A CANA DE COMERC";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003212030";"PAPELERIA Y GASTOS DE ENTREGA";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003212999";"SUBTOTAL";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003213999";"Ys Y-O GTOS NETOS REASEG, ADMIN Y PERSON";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003214999";"RESULTADO TECNICO";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003215005";"ELIMINADA";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003215010";"OTRAS PROVISIONES";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003215015";"Ys Y-O EGRESOS REPORTES PROG ESPEC";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003215020";"OTROS INGRESOS Y EGRESOS";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003215025";"ING REALI DE ACT V RAZ RESP LAS RES TECN";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003215030";"ING CAUS ACT A CORT AMORT RESP RE TEC";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003215035";"ING Y EGRE PORT DE INV DIF A RESER TECNI";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003215040";"EGRE INVER DE LAS RESERNAS TECNICAS";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003215045";"OTROS GASTOS DE ADMIN Y PERS NO ASIG";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003215999";"SUBTOTAL";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003216999";"UTILIDAD ANTES DE IMPUESTOS";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003217999";"IMPTO DE RENTA Y COMPLEMENTARIOS";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003218999";"RESULTADOS DEL EJERCICIO";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003219005";"DIRECTOS";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003219010";"ACEPTADOS EN REASEGURO";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003219015";"PARTE REASEGURO AL INTERIOR";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003219020";"PARTE REASEGURO AL EXTERIOR";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003219999";"RETENCION NETA DE LA COMPANIA";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003220005";"POLIZAS VIGENTES AL FINAL ANO ANTERIOR";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003220010";"POLIZAS EMITIDAS NUEVAS";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003220015";"POLIZAS REHABILITADAS";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003220020";"POLIZAS CANCELADAS Y-O VENCIDAS";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003220999";"TOTAL POLIZAS VIGENTES FINAL EJERCIC";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003221005";"PRIMAS CEDIDAS CONT AUTOM REASEG";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003221010";"PRIMAS CEDIDAS CONT FACUL REASEG";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003221015";"PRIMAS CEDIDAS CONTRATOS AUTOMAT REA";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003221020";"PRIMAS CEDIDAS CONTRATOS FACUL REAS";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003221999";"SUBTOTAL";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003222005";"ELIMINADA";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003222010";"ELIMINADA";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003222015";"ELIMINADA";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003222999";"ELIMINADA";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003223005";"PRIMAS EMITIDAS RAMO DE TERREMOTO";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003223010";"PRIM EMIT(COB)DEL TERREM INC OTROS RAMOS";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003223015";"PRIMAS CEDIDAS INTER Y EXTER TERREMOTO";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003223020";"PRIM CED INT Y EXT(COB) TERR INC OTR RAM";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003223999";"TOTAL PRIMAS RETENIDAS RIESGO DE TERREM";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003224005";"PRIMAS EMI POLIZA SEGUROS SUJETAS APORTE";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003224010";"AJUSTES O COMP PERIODICOS ANTER (RESTA)";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003224999";"SUBTOTAL BASE CAL APRTE PRONAS SEGUROS";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003301005";"PRIMAS EMITIDAS DIRECTAS";"VIDA INDIVIDUAL";2801652745;5832483826;9015644981;12075783365;15150614051;18327376923;21503500334;24604439384;27737256533;30446666678;33422707756;36636097377;2922771913;5870671056;8791649221;11392981841;14389830055;17373903886;19775918707;23010404905;27148535261;32852091541;38635247199;43124315218
"29003301010";"PRIMAS ACEPTADAS EN COASEGURO";"VIDA INDIVIDUAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003301015";"CANC Y-O ANULAC PRIMAS EMIT DIR Y COA";"VIDA INDIVIDUAL";-1120885;-1120885;-1120885;-1120885;-1453998;-2456389;-2629489;-2629489;-2629489;-2629489;-4366759;-8965238;0;-369292;-369292;-369292;-369292;-369292;-369292;-369292;-369292;-1576204;-4530131;-3879041
"29003301020";"ACEPTADAS REASEGURO INTERIOR";"VIDA INDIVIDUAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003301025";"ACEPTADAS REASEGURO EXTERIOR";"VIDA INDIVIDUAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003301030";"CANC Y-O ANULAC PRIMAS REASEG ACEP";"VIDA INDIVIDUAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003301035";"CEDIDAS REASEGURO INTERIOR";"VIDA INDIVIDUAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003301040";"CEDIDAS REASEGURO EXTERIOR";"VIDA INDIVIDUAL";-132516641;-278167336;-422013330;-569730930;-713936539;-857351355;-1078395691;-1283429380;-1470076564;-1629389428;-1815573660;-2004070912;-211533236;-416290909;-588069635;-713136215;-938356080;-1126095462;-1315359095;-1450072720;-1576144927;-1720497472;-2002002232;-2100302291
"29003301045";"CANC Y-O ANULAC PRIMAS REASEG CEDI";"VIDA INDIVIDUAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003301050";"Primas acept y/o cedidas x CamComp SOAT";"VIDA INDIVIDUAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003301999";"SUBTOTAL";"VIDA INDIVIDUAL";2668015219;5553195605;8592510766;11504931550;14435223514;17467569179;20422475154;23318380515;26264550480;28814647761;31602767337;34623061227;2711238677;5454010855;8203210294;10679476334;13451104683;16247439132;18460190320;21559962893;25572021042;31130017865;36628714836;41020133886
"29003302005";"ELIMINADA";"VIDA INDIVIDUAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003302006";"LIBERAC RESER TEC DE PRIMA NO DEVENGADA";"VIDA INDIVIDUAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003302007";"LIBERAC RESER TEC POR INSUFICIE DE PRIMA";"VIDA INDIVIDUAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003302010";"LIBERACION RESERVA MATEMATICA";"VIDA INDIVIDUAL";327330695;327330695;335984614;341377905;408955148;399733452;438099121;475337664;465854104;596739873;596739873;510637901;77485318;81140486;185105430;207670987;705073404;745604537;800801014;869473856;909927599;458551003;429307270;515276828
"29003302015";"LIBERACION RES MAT RIESGOS PROFESI";"VIDA INDIVIDUAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003302017";"LIBERACION RESERVA BEEPS(RESTA)";"VIDA INDIVIDUAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003302020";"LIBERACION RES SEG VIDA AHORRO CON";"VIDA INDIVIDUAL";0;16152192;29575587;31459801;34600852;42083006;46437535;83186544;107621708;114545772;118735301;116990916;7166470;23150151;39740716;40628368;53906345;70966673;81167938;81134362;100868094;100868094;100868094;100868094
"29003302022";"LIBERAC RESER TEC DE INSUFICI DE ACTIVOS";"VIDA INDIVIDUAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003302025";"ELIMINADA";"VIDA INDIVIDUAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003302026";"CONSTI RESER TEC DE PRIMA NO DEVENGADA";"VIDA INDIVIDUAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003302027";"CONSTI RESER TEC POR INSUFICIE DE PRIMA";"VIDA INDIVIDUAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003302030";"CONST RESERVA MATEMATICA";"VIDA INDIVIDUAL";-115398445;-202067275;-235527272;-238752790;-238752790;-238752790;-238752790;-238752790;-682341379;-869241761;-928833223;-928833223;-114046788;-351483458;-390197651;-449824183;-493596722;-650710332;-476736468;-538936833;-579431129;-485232261;-510490592;-531671564
"29003302035";"CONST RES MAT RIESGOS PROFESIONALES";"VIDA INDIVIDUAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003302037";"CONSTITUCION RESERVA MATEMA BEEPS";"VIDA INDIVIDUAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003302040";"CONST RES SEG VIDA AHORRO CON PARTI";"VIDA INDIVIDUAL";-574324;-574324;-574324;-574324;-574324;-574324;-574324;-574324;-574324;-574324;-574324;-574324;0;0;0;0;0;0;0;0;0;0;0;0
"29003302045";"CONSTITU RESER DE INSUFICIEN DE ACTIVOS";"VIDA INDIVIDUAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003302999";"SUBTOTAL";"VIDA INDIVIDUAL";211357926;140841288;129458605;133510592;204228886;202489344;245209542;319197094;-109439891;-158530440;-213932373;-301778730;-29395000;-247192821;-165351505;-201524828;265383027;165860878;405232484;411671385;431364564;74186836;19684772;84473358
"29003303999";"PRIMAS DEVENGADAS";"VIDA INDIVIDUAL";2879373145;5694036893;8721969371;11638442142;14639452400;17670058523;20667684696;23637577609;26155110589;28656117321;31388834964;34321282497;2681843677;5206818034;8037858789;10477951506;13716487710;16413300010;18865422804;21971634278;26003385606;31204204701;36648399608;41104607244
"29003304005";" LIBERACION RES MAT RIESGOS PROFESIO";"VIDA INDIVIDUAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29003304007";"LIBERACION RES MATEMATICA BEEPS";"VIDA INDIVIDUAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
