Cuenta;Nombre_cuenta;Ramo;31/01/2016;29/02/2016;31/03/2016;30/04/2016;31/05/2016;30/06/2016;31/07/2016;31/08/2016;30/09/2016;31/10/2016;30/11/2016;31/12/2016;31/01/2017;28/02/2017;31/03/2017;30/04/2017;31/05/2017;30/06/2017;31/07/2017;31/08/2017;30/09/2017;31/10/2017;30/11/2017;31/12/2017;31/01/2018
29001623005;PRIMAS EMITIDAS RAMO DE TERREMOTO;AVIACIÓN; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001623010;PRIM EMIT(COB)DEL TERREM INC OTROS RAMOS;AVIACIÓN; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001623015;PRIMAS CEDIDAS INTER Y EXTER TERREMOTO;AVIACIÓN; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001623020;PRIM CED INT Y EXT(COB) TERR INC OTR RAM;AVIACIÓN; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001623999;TOTAL PRIMAS RETENIDAS RIESGO DE TERREM;AVIACIÓN; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001624005;PRIMAS EMI POLIZA SEGUROS SUJETAS APORTE;AVIACIÓN; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001624010;AJUSTES O COMP PERIODICOS ANTER (RESTA);AVIACIÓN; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001624999;SUBTOTAL BASE CAL APRTE PRONAS SEGUROS;AVIACIÓN; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001701005;PRIMAS EMITIDAS DIRECTAS;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001701010;PRIMAS ACEPTADAS EN COASEGURO;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001701015;CANC Y-O ANULAC PRIMAS EMIT DIR Y COA;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001701020;ACEPTADAS REASEGURO INTERIOR;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001701025;ACEPTADAS REASEGURO EXTERIOR;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001701030;CANC Y-O ANULAC PRIMAS REASEG ACEP;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001701035;CEDIDAS REASEGURO INTERIOR;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001701040;CEDIDAS REASEGURO EXTERIOR;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001701045;CANC Y-O ANULAC PRIMAS REASEG CEDI;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001701050;Primas acept y/o cedidas x CamComp SOAT;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001701999;SUBTOTAL;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001702005;ELIMINADA;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001702006;LIBERAC RESER TEC DE PRIMA NO DEVENGADA;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001702007;LIBERAC RESER TEC POR INSUFICIE DE PRIMA;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001702010;LIBERACION RESERVA MATEMATICA;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001702015;LIBERACION RES MAT RIESGOS PROFESI;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001702017;LIBERACION RESERVA BEEPS(RESTA);NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001702020;LIBERACION RES SEG VIDA AHORRO CON;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001702022;LIBERAC RESER TEC DE INSUFICI DE ACTIVOS;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001702025;ELIMINADA;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001702026;CONSTI RESER TEC DE PRIMA NO DEVENGADA;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001702027;CONSTI RESER TEC POR INSUFICIE DE PRIMA;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001702030;CONST RESERVA MATEMATICA;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001702035;CONST RES MAT RIESGOS PROFESIONALES;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001702037;CONSTITUCION RESERVA MATEMA BEEPS;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001702040;CONST RES SEG VIDA AHORRO CON PARTI;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001702045;CONSTITU RESER DE INSUFICIEN DE ACTIVOS;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001702999;SUBTOTAL;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001703999;PRIMAS DEVENGADAS;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001704005; LIBERACION RES MAT RIESGOS PROFESIO;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001704007;LIBERACION RES MATEMATICA BEEPS;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001704010; LIBERACION RES PARA SINIESTROS AVISA;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001704015; LIBERACION RES PARA SINIESTROS NO AVIS;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001704020; LIBERACION RES DESVIAC DE SINIESTRAL;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001704025; LIBERACION RESERVAS ESPECIALES;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001704026;LIBERACION RESERVA DE RIESGO CATASTROFIC;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001704030; CONST RESERVA MATEMAT RIESG PROFES;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001704035; CONST RESERVA SINIESTROS AVISAD;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001704037;CONSTITUCION RESERVA MAT BEEPS (RESTA);NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001704040; CONST RESERVA SINIESTROS NO AVIS;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001704045; CONST RESERVA DESVIAC SINIESTRALID;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001704050; CONST RESERVAS ESPECIALES;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001704051;CONST RESERVA DE RIESGO CATASTROFICO;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001704999; SUBTOTAL;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001705005;SINIESTROS LIQUIDADOS;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001705010;SINIESTROS DE ACEP REASEG INTERIOR;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001705015;SINIESTROS DE ACEP CONT NO PROPORC;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001705020;SINIESTROS DE ACEP REASEG EXTERIOR;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001705025;SINIESTROS DE ACEP CONTRAT NO PROP;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001705999;SUBTOTAL;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001706005;REEMB SINIESTROS SOB CESIONES REAS;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001706010;REEMB SINIESTROS CONTR NO PROPORC;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001706015;REEMB SINIESTROS SOB CESIONES REAS;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001706020;REEMB SINIESTROS CONTR NO PROPORC;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001706025;REEMB STROS GARANTIZ X LA NACION RGOS;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001706030;REEMB POR ENFERMEDAD PROFESIONAL;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001706999;SUBTOTAL;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001707005; SALVAMENTOS DE ACEP REAS INTERIOR;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001707010; SALVAMENTOS DE ACEP REAS EXTERIOR;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001707015; SALVAMENTOS LIQUIDADOS Y REALIZADOS;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001707020; RECOBROS;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001707025; GTOS SALVAM PARTE REASEG INTERIOR;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001707030; GTOS SALVAM PARTE REASEG EXTERIOR;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001707999; SUBTOTAL;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001708999;SINIESTROS CTA COMPANIA;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001709005;COMISIONES REASEGURO CEDIDO;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001709010;INGRESOS EXCESO DE PERDIDA;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001709015;PARTICIP UTILIDADES REASEG CEDIDO;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001709020;INT Y GTOS RECONOCIDOS X REASEGUR;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001709025;INTER RECON A REASEGURADORES;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001709030;PARTICIPAC UTILIDADES Y OTROS;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001709035;COSTO EXCESO DE PERDIDA;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001709999;SUBTOTAL;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001710005;OTROS PRODUCTOS DE SEGUROS;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001710010;REMUNERACION DE ADMON DE COASEG;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001710015;GTOS DE ADMON COASEG ACEPTADO;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001710020;PROV CTAS POR COBRAR ACTIVIDAD ASEG;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001710025;CTOS RIESGOS PROFESIONALES;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001710030;CONTRIBUCIONES DE SEGUROS;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001710035;OTROS EGRESOS;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001710999;SUBTOTAL;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001711005;ELIMINADA;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001711010;ELIMINADA;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001711015;GASTOS DE ADMINISTRACION DIRECTOS RAMO;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001711020;GASTOS DEPERSONAL DIRECTOS RAMO;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001711025;GASTOS DE ADM INDIREC ASIGN A CADA  RAMO;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001711030;GASTOS DE PERSO INDI ASIGNAB A CADA RAMO;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001711999;SUBTOTAL;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001712005;REMUNERACION A FAVOR DE INTERMEDIA;NAVEGACIÓN Y CASCO; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
